amount,wallet_age_days,daily_txn_count,kyc_status,unusual_time,email_valid,device_new,geo_mismatch,network_flag,label
3688,1185,2,0,1,0,1,1,1,1
2001,1095,8,0,0,1,1,1,1,1
8626,963,2,1,0,1,1,1,1,0
9840,452,12,0,0,0,1,0,1,1
7711,427,1,1,1,0,0,0,1,0
269,1029,7,1,1,0,1,0,1,0
5862,795,5,0,1,0,1,1,1,1
801,1213,7,0,1,0,0,1,1,1
6345,430,8,1,1,0,0,1,1,1
5639,1467,10,1,1,0,1,1,1,1
8758,1044,4,0,0,0,0,0,1,0
3815,138,2,1,1,0,0,0,1,0
1136,1051,12,0,1,0,0,1,1,1
1932,365,10,0,1,0,1,1,1,1
685,1371,10,1,0,0,0,1,1,1
454,1400,11,0,1,0,1,0,1,1
6103,1371,7,0,1,0,0,0,1,1
94221,1156,6,1,1,1,0,0,1,0
609,614,6,0,1,1,0,1,1,1
4112,784,1,1,0,0,0,1,1,0
1536,888,5,0,0,1,1,1,1,1
26303,433,12,0,1,0,0,1,1,1
6216,1022,6,0,1,0,0,1,1,1
50209,684,12,0,0,0,0,1,1,1
1379,978,4,0,1,1,0,0,1,0
28157,1083,1,1,0,1,0,0,1,0
57859,956,6,1,0,1,0,1,1,0
62573,169,7,1,0,1,1,0,1,0
591,669,2,0,0,0,0,0,1,0
3345,341,12,1,0,0,1,1,1,1
5733,1033,6,1,1,0,0,1,1,0
44872,1293,12,0,0,1,0,1,1,1
37381,1354,12,1,1,1,0,1,1,0
9044,541,12,0,1,0,0,0,1,1
1646,1216,3,1,1,1,0,1,1,0
543,941,9,0,0,1,0,1,1,1
376,1453,10,0,1,0,0,0,1,1
66380,907,11,1,0,1,1,1,1,1
5165,1117,11,0,0,0,0,1,1,1
95943,454,6,0,0,1,0,1,1,1
2735,1462,2,1,0,1,1,0,1,0
8943,421,1,0,1,0,0,1,1,1
40600,182,3,1,1,0,1,0,1,1
39657,814,7,0,1,0,0,1,1,1
1572,1109,2,1,0,1,0,1,1,0
4897,818,5,0,1,0,0,0,1,1
4615,303,7,0,1,1,0,1,1,1
2145,254,12,1,0,1,0,0,1,0
992,79,9,0,0,0,0,0,1,1
6515,1238,6,1,0,1,1,1,1,1
1780,928,1,0,0,0,1,0,1,1
322,1042,2,0,1,1,0,1,1,1
1198,351,12,0,1,1,0,1,1,1
5910,684,12,1,0,0,1,0,1,0
9081,737,1,0,1,1,1,0,1,0
8398,730,7,0,0,1,1,0,1,0
465,1107,2,0,0,0,0,1,1,1
55332,548,10,1,0,0,0,1,1,1
13280,1243,3,1,1,0,1,0,1,0
923,327,8,0,0,1,1,1,1,1
2302,1043,10,1,0,1,1,0,1,0
2598,922,10,1,0,1,1,1,1,0
15980,503,12,0,1,0,0,1,1,1
1939,804,10,1,1,1,0,1,1,0
55178,1256,8,1,0,0,0,0,1,0
9748,519,12,1,1,1,0,0,1,1
29853,925,9,1,0,1,1,0,1,0
2905,1381,2,1,0,0,1,0,1,0
55201,1357,3,0,1,0,1,0,1,1
1908,132,1,1,1,0,0,1,1,0
9311,244,5,1,1,1,1,0,1,0
708,439,6,1,0,1,1,1,1,1
29060,948,5,0,0,0,0,0,1,0
2665,254,9,0,0,0,0,1,1,1
74171,1314,6,1,0,1,1,1,1,0
5286,863,10,1,0,1,0,1,1,0
841,608,1,0,0,1,1,0,1,0
4669,278,8,0,0,1,1,0,1,0
54462,565,1,0,0,1,0,1,1,1
1494,1487,12,0,1,0,1,1,1,1
81327,606,9,1,1,1,1,0,1,1
26626,825,7,0,0,1,0,1,1,0
38881,325,6,1,0,0,1,1,1,0
39590,1171,9,1,1,0,0,1,1,1
91525,391,1,1,0,1,1,1,1,0
77876,499,1,0,0,1,1,1,1,1
84806,1208,5,1,1,1,1,1,1,1
39349,58,7,0,0,0,0,1,1,1
54118,382,5,1,0,0,1,0,1,0
247,1049,5,1,1,0,1,0,1,0
674,348,11,0,1,0,1,1,1,1
550,1243,6,0,1,0,1,0,1,1
10169,1428,8,1,0,1,1,1,1,0
86115,1195,4,1,0,1,0,0,1,0
870,977,10,0,1,1,1,1,1,1
7489,986,5,0,0,1,0,0,1,0
93711,160,2,1,1,0,1,0,1,1
761,773,8,1,0,1,0,1,1,0
1102,212,9,1,1,0,0,1,1,1
1442,1311,5,1,0,0,0,0,1,0
1036,203,9,1,0,1,0,0,1,0
575,811,5,1,1,0,0,1,1,1
157,1411,1,1,0,1,1,1,1,1
1034,963,4,0,0,0,0,1,1,1
329,307,8,1,0,0,1,1,1,1
72610,751,11,0,0,0,0,0,1,1
8059,1310,1,0,1,1,0,0,1,0
33554,663,11,1,0,0,0,0,1,0
49740,202,9,0,1,1,0,0,1,1
5485,516,8,0,1,1,1,0,1,0
10314,1470,10,0,0,1,0,1,1,1
98041,1153,7,0,0,1,0,1,1,1
70497,247,6,1,0,1,1,1,1,0
66494,766,3,1,0,0,1,1,1,1
9214,233,6,0,0,1,0,1,1,1
25313,980,10,0,1,0,0,1,1,1
7131,208,2,0,1,1,1,1,1,1
86567,295,2,1,0,0,0,1,1,1
57809,784,8,0,0,0,0,1,1,1
382,1227,6,0,1,1,0,0,1,0
284,37,3,1,1,1,0,0,1,0
1300,315,4,0,1,1,0,1,1,1
25387,329,4,0,1,1,1,0,1,0
81979,1146,10,1,1,1,0,1,1,1
9025,430,1,0,0,1,1,0,1,0
7392,682,6,1,1,1,0,1,1,0
7829,289,12,1,0,0,0,1,1,1
8126,1279,7,0,0,1,1,0,1,0
114,1410,7,1,0,1,0,1,1,0
94936,265,2,1,0,0,0,1,1,1
9793,561,11,0,1,0,0,0,1,1
7730,1189,5,1,1,1,0,0,1,0
7167,1287,8,1,1,1,0,0,1,0
7641,210,5,1,0,0,0,0,1,0
4490,1047,9,0,1,0,0,1,1,1
2010,1196,7,1,0,1,0,1,1,0
1635,749,7,1,1,1,1,0,1,0
74542,613,8,1,0,1,0,1,1,0
58779,1104,7,0,0,1,1,1,1,1
6810,825,1,1,1,1,0,0,1,0
22543,871,5,0,0,1,1,0,1,0
9143,127,3,0,1,0,0,0,1,1
1682,1005,4,0,0,0,0,0,1,0
342,63,9,1,0,1,1,1,1,0
37314,1309,9,0,0,1,1,0,1,1
45964,856,3,0,1,0,0,1,1,1
5967,981,4,1,0,1,1,0,1,0
1585,1101,1,0,0,1,0,0,1,1
4645,533,7,1,1,1,0,0,1,0
46897,88,7,1,0,0,1,0,1,1
116,143,8,1,0,0,0,0,1,0
458,252,4,1,0,1,1,1,1,1
83389,1148,9,1,0,1,0,1,1,1
3205,1093,6,0,0,0,0,1,1,1
1779,1006,12,0,1,0,1,0,1,1
4150,570,2,1,0,0,0,1,1,0
128,226,12,0,0,1,1,0,1,1
7997,1136,8,1,1,1,1,1,1,1
3365,366,2,1,1,1,0,1,1,1
997,591,2,1,0,1,1,0,1,0
9908,475,10,1,0,0,1,0,1,1
6996,1127,3,1,1,1,1,1,1,0
5648,140,4,0,0,1,1,1,1,1
81866,607,3,0,0,1,1,0,1,1
7137,990,7,1,1,0,0,1,1,0
95820,581,8,1,0,0,1,1,1,1
67543,672,3,1,0,1,1,1,1,0
127,383,6,1,1,1,0,1,1,0
181,848,11,0,1,1,0,0,1,1
51975,623,6,0,0,1,1,1,1,1
6320,536,10,1,1,1,1,1,1,1
92497,376,4,0,1,1,0,1,1,1
4689,1316,6,0,0,1,1,1,1,1
8006,1127,4,0,0,0,0,1,1,1
1676,1012,4,1,0,1,0,1,1,0
2154,511,7,0,0,1,1,0,1,0
72564,333,7,0,0,0,0,0,1,1
639,786,10,1,1,0,0,0,1,0
5322,1283,4,0,0,1,1,1,1,1
79670,280,6,1,1,1,1,0,1,0
805,1161,3,1,1,1,0,1,1,0
4594,527,12,0,0,0,1,1,1,1
32600,1409,7,1,1,0,0,1,1,0
957,147,4,1,0,1,1,0,1,0
19596,156,10,1,0,0,0,0,1,1
4466,1103,1,0,0,0,1,0,1,1
1223,882,12,1,1,0,1,0,1,1
760,1393,8,0,0,0,1,1,1,1
7726,919,2,1,0,1,1,1,1,0
4961,1305,7,0,0,0,0,0,1,0
4632,139,3,0,1,1,0,0,1,1
38525,691,2,1,0,1,1,1,1,0
23373,1228,12,1,0,1,0,0,1,0
919,465,10,1,0,0,1,0,1,1
7786,707,8,1,1,0,1,1,1,1
5245,1484,1,1,0,0,0,0,1,0
132,309,11,0,1,0,1,1,1,1
4751,650,12,1,0,0,1,1,1,1
5424,1426,3,0,0,0,0,1,1,1
9887,1197,12,1,1,1,0,0,1,1
3387,793,7,1,0,0,1,1,1,1
63222,1006,1,1,1,0,1,1,1,1
3975,1239,5,0,1,0,0,1,1,1
68822,272,1,0,1,0,1,0,1,1
1459,427,9,1,1,0,1,1,1,1
858,78,9,0,1,0,1,0,1,1
1862,147,12,1,0,0,1,0,1,0
9326,517,12,0,0,1,0,0,1,0
47715,1285,6,1,1,1,0,0,1,0
79276,248,6,1,0,0,1,1,1,1
1243,110,11,0,0,0,0,1,1,1
7570,1002,2,1,1,0,0,1,1,0
1453,1246,5,1,0,0,0,0,1,0
48403,300,5,0,1,1,1,0,1,1
8551,31,2,1,1,1,0,1,1,0
1288,905,11,0,1,0,1,1,1,1
177,1396,8,0,0,0,1,0,1,1
63142,1085,6,0,0,0,1,0,1,1
8580,623,5,0,1,0,1,0,1,1
1953,116,2,1,0,0,1,0,1,0
57727,63,9,1,0,0,1,1,1,1
1071,418,3,0,1,0,0,0,1,1
457,837,7,1,0,0,0,1,1,0
2194,486,11,0,1,0,1,1,1,1
9599,859,8,1,0,1,0,0,1,0
8122,1327,2,1,0,1,0,0,1,0
5751,682,8,1,0,0,1,1,1,0
93705,642,7,1,1,1,1,1,1,1
74895,1060,2,0,1,0,0,0,1,1
1607,441,12,1,0,1,0,1,1,0
1982,1269,2,1,1,0,1,1,1,1
9485,989,8,0,0,0,1,0,1,1
2649,154,11,1,1,0,1,1,1,1
55622,1332,1,1,1,0,0,1,1,1
4485,84,11,0,1,0,0,0,1,1
1370,717,3,1,1,0,0,0,1,0
6403,93,8,0,1,1,1,1,1,1
1504,1418,5,0,0,1,0,0,1,0
62977,1167,4,0,1,0,0,1,1,1
731,515,4,1,1,1,1,1,1,1
57653,149,3,1,0,0,0,0,1,0
3171,1074,9,1,0,0,0,1,1,1
1163,195,12,0,1,0,1,1,1,1
5912,181,8,0,1,1,0,0,1,1
637,1257,7,1,0,0,1,1,1,0
81374,439,5,0,1,1,0,1,1,1
1713,770,6,1,1,1,1,1,1,1
3827,79,12,0,0,0,0,1,1,1
95860,1415,12,1,0,1,0,1,1,1
36109,321,1,0,1,1,0,1,1,1
1423,1167,2,1,1,1,1,1,1,1
193,1497,2,1,0,1,1,0,1,0
80430,300,11,0,1,1,0,1,1,1
794,306,6,1,1,0,0,0,1,0
9001,806,7,0,0,0,1,0,1,1
1861,124,6,0,0,1,1,1,1,1
372,945,4,0,1,1,1,0,1,0
685,829,6,0,0,0,0,1,1,1
593,472,12,1,0,1,0,0,1,0
49552,213,4,0,1,0,0,0,1,1
1152,18,2,0,1,1,1,1,1,1
13440,532,8,0,0,1,1,1,1,1
1110,697,3,1,1,0,1,1,1,1
6877,754,6,1,0,1,1,0,1,0
72594,605,4,0,0,1,0,1,1,1
46739,666,5,0,0,0,0,1,1,1
67388,1432,10,0,1,1,0,1,1,1
4190,766,5,1,0,0,0,1,1,0
95721,1154,8,1,1,0,1,1,1,1
61283,231,3,0,0,0,0,0,1,1
24049,683,2,1,0,0,0,1,1,0
29046,803,5,1,1,0,0,0,1,1
20115,1017,9,1,0,0,1,1,1,1
6653,869,12,0,0,1,1,1,1,1
213,1203,2,0,1,1,1,0,1,1
5038,304,10,1,1,0,0,0,1,0
7114,1060,5,0,0,1,1,0,1,1
1492,558,9,1,0,1,0,1,1,0
82072,1396,12,0,1,0,0,1,1,1
1930,1047,12,0,0,1,0,0,1,0
1864,1322,4,1,0,1,0,0,1,0
77947,1147,9,0,1,1,1,1,1,1
3941,1299,3,0,0,0,1,1,1,1
2970,1062,8,1,1,0,1,0,1,0
2921,1076,5,0,0,0,1,0,1,1
93966,560,10,1,0,1,0,0,1,0
1957,1319,1,1,0,0,0,1,1,1
5642,525,9,1,1,1,1,0,1,0
84519,1406,6,1,1,1,0,1,1,0
1168,408,3,0,1,0,0,0,1,1
1830,715,7,1,0,1,1,0,1,0
92921,848,5,0,1,0,1,0,1,1
48677,501,5,0,0,0,0,1,1,1
890,375,12,0,0,0,1,1,1,1
2388,515,11,1,1,0,0,1,1,1
33281,1263,12,1,0,0,0,1,1,1
6971,69,6,0,1,0,1,0,1,1
8932,950,8,0,1,1,0,0,1,1
391,371,12,0,1,0,1,0,1,1
59719,311,11,1,1,1,1,1,1,1
8299,617,10,1,1,0,0,0,1,0
1512,1332,9,0,1,1,0,1,1,1
448,91,10,1,0,1,1,1,1,1
9108,773,2,1,1,1,0,1,1,0
399,891,4,1,1,1,0,1,1,0
927,488,12,0,1,1,1,1,1,1
6296,876,10,1,0,1,0,0,1,0
822,621,9,0,0,1,1,1,1,1
83076,1157,4,1,1,1,1,0,1,1
7956,90,2,0,0,1,0,1,1,1
54901,663,7,1,0,1,1,1,1,1
1526,1285,5,0,1,1,0,1,1,1
93161,112,11,1,1,0,0,1,1,1
1731,791,9,0,1,0,0,0,1,1
28649,470,11,0,1,1,0,1,1,1
64195,1114,9,0,1,0,0,1,1,1
6017,614,9,0,1,1,1,1,1,1
1504,402,6,0,1,0,1,1,1,1
2937,1044,9,0,0,1,0,1,1,1
510,708,5,0,1,1,1,1,1,1
48890,569,12,0,1,1,0,1,1,1
1832,1131,1,1,0,0,1,0,1,0
4097,382,12,0,0,1,1,0,1,1
8279,1121,3,1,0,0,1,1,1,0
9153,1035,6,0,0,1,0,1,1,0
836,1224,7,1,1,0,1,0,1,0
7922,614,6,1,1,0,1,0,1,0
19153,1456,7,1,1,1,0,0,1,0
868,1040,6,1,1,0,1,1,1,1
36916,1296,2,0,1,0,1,1,1,1
75861,429,6,0,1,0,0,0,1,1
189,527,9,1,0,1,0,1,1,0
5261,467,10,1,0,1,0,1,1,0
5802,258,1,1,1,0,1,0,1,0
66491,507,1,0,1,0,1,0,1,1
633,77,3,1,0,1,0,0,1,0
76738,222,4,0,0,0,1,1,1,1
5711,853,7,0,1,1,0,1,1,1
5475,1238,4,0,1,0,0,1,1,1
75193,31,5,0,0,0,0,0,1,1
5852,840,3,0,1,0,0,0,1,1
79732,773,3,0,0,1,0,1,1,1
56651,728,3,1,1,1,0,0,1,1
1477,1169,3,0,0,0,1,1,1,1
696,1169,12,1,0,0,1,1,1,1
5151,1499,1,1,0,1,0,0,1,0
922,882,2,0,1,0,0,0,1,1
53266,1097,3,1,1,1,1,0,1,1
625,634,2,0,1,0,1,0,1,1
273,504,9,0,0,1,0,1,1,1
9024,1346,6,1,1,1,0,1,1,0
666,772,3,1,0,1,1,0,1,0
96153,1231,3,1,1,1,0,1,1,0
1308,298,12,1,1,1,1,1,1,1
2543,521,6,1,0,1,1,1,1,0
1125,727,3,0,1,1,1,0,1,0
5713,1252,5,0,0,0,1,1,1,1
23860,1222,4,1,1,1,1,1,1,1
99673,893,2,0,1,1,0,1,1,1
4688,1235,12,1,1,0,1,0,1,1
88204,376,11,1,0,0,1,0,1,1
5975,119,2,1,1,1,1,0,1,0
4169,1258,6,1,0,1,0,1,1,0
9375,919,1,1,1,1,0,1,1,0
7434,672,3,0,0,1,1,0,1,0
5773,522,10,1,0,0,0,0,1,0
209,931,7,1,1,1,0,1,1,1
11416,1432,2,1,1,1,0,0,1,0
723,1408,11,1,0,0,1,0,1,0
7737,509,2,0,0,1,0,1,1,0
40356,179,10,1,1,0,1,0,1,1
1799,1057,10,1,1,0,0,0,1,0
98321,784,3,1,1,0,0,0,1,0
1376,1219,10,0,0,1,0,0,1,1
4689,448,5,0,0,0,0,0,1,0
1470,766,12,1,1,0,1,0,1,1
9755,1221,3,0,1,1,0,0,1,1
7313,173,10,1,1,1,0,0,1,1
20224,165,11,0,0,0,0,1,1,1
28640,1192,6,0,1,1,0,1,1,1
6601,229,1,0,1,1,1,1,1,1
26412,88,7,0,0,0,1,1,1,1
8829,412,7,0,1,0,0,0,1,1
66237,73,6,1,1,0,1,1,1,1
87721,1215,8,0,0,0,0,0,1,1
66506,786,2,1,1,1,1,1,1,1
45154,512,1,1,0,0,0,1,1,1
5006,621,6,0,0,0,0,0,1,1
17987,563,9,0,0,1,0,1,1,1
1801,145,3,0,1,0,0,1,1,1
97631,93,7,0,1,1,0,0,1,1
1026,1500,10,1,0,0,1,0,1,0
1453,676,11,0,1,0,0,0,1,1
89568,611,3,1,0,1,0,0,1,0
1976,345,3,1,0,0,1,0,1,1
85954,470,10,0,1,1,0,0,1,1
6252,168,6,1,1,1,0,1,1,1
99134,933,2,1,1,1,0,1,1,0
937,524,6,1,1,1,0,1,1,0
52100,227,11,0,1,0,1,1,1,1
370,835,11,0,1,1,1,1,1,1
1168,1441,4,0,1,1,1,0,1,0
8693,117,2,0,0,0,0,1,1,1
577,765,6,1,0,0,1,0,1,0
4304,1333,12,1,0,0,0,0,1,0
864,422,6,1,0,1,0,0,1,0
884,265,6,1,1,1,0,1,1,1
1522,520,1,0,0,0,0,0,1,0
1142,673,12,0,0,1,1,0,1,1
53453,1263,12,1,0,1,0,1,1,1
706,797,5,0,1,1,0,1,1,1
368,1035,10,1,1,0,0,0,1,1
85814,594,1,0,1,1,0,0,1,1
403,68,12,1,1,1,1,1,1,1
3178,6,12,0,1,0,1,0,1,1
8316,517,1,0,1,1,0,1,1,1
71485,1184,10,0,0,1,1,1,1,1
34563,1193,8,1,0,1,0,0,1,0
3629,323,8,0,1,1,0,0,1,0
4222,418,2,1,1,0,0,0,1,1
216,1167,5,0,1,0,0,0,1,1
977,34,11,1,0,1,0,1,1,1
7555,422,11,0,0,1,0,0,1,1
98220,202,11,1,1,0,1,0,1,1
1746,463,2,0,0,1,1,0,1,0
1576,29,12,1,0,0,1,1,1,1
3800,605,1,1,0,0,1,0,1,0
43427,12,12,1,0,1,1,0,1,1
1348,1346,8,0,1,1,0,0,1,0
11484,257,6,1,1,1,0,0,1,0
38990,63,11,1,1,1,0,0,1,1
32371,462,3,1,0,0,0,0,1,0
1056,1497,2,1,1,0,1,0,1,0
563,1118,8,1,0,0,1,0,1,1
13769,722,8,0,0,1,0,1,1,1
4128,1384,9,0,0,1,1,1,1,1
88445,1053,3,1,1,0,0,0,1,0
35089,119,11,1,0,1,0,1,1,0
44997,616,4,1,1,1,0,0,1,0
7685,1260,6,0,1,1,0,0,1,1
51368,468,2,1,0,0,1,0,1,0
363,572,9,1,0,0,0,0,1,0
82423,627,3,0,0,1,1,0,1,1
1622,1094,7,0,0,1,1,0,1,1
27021,934,10,0,1,0,0,1,1,1
9131,1361,6,1,0,1,0,0,1,0
33615,944,11,0,0,0,1,0,1,1
2996,96,9,0,0,1,1,1,1,1
9996,1316,6,0,1,1,0,0,1,1
2460,959,4,0,1,0,1,1,1,1
1675,956,4,1,0,0,1,0,1,0
7581,975,10,1,0,1,0,0,1,0
1390,623,10,1,0,1,0,0,1,0
4979,1163,12,1,0,0,0,1,1,1
535,1190,4,0,0,0,0,1,1,1
151,346,1,0,0,1,0,0,1,1
49629,1188,3,1,0,1,1,1,1,1
93368,513,4,0,0,1,1,0,1,1
1350,759,11,0,1,1,0,1,1,1
3567,578,1,0,1,1,1,0,1,0
830,1273,11,1,1,1,1,1,1,1
49072,588,12,0,0,0,1,1,1,1
185,540,10,1,0,1,1,0,1,0
4874,443,6,0,0,0,0,0,1,1
8196,363,11,0,1,1,1,1,1,1
268,957,4,1,1,1,1,1,1,1
6972,921,12,1,1,0,0,1,1,1
86460,754,8,0,0,1,0,1,1,1
1962,710,4,1,1,1,1,1,1,0
50561,221,6,0,1,0,1,1,1,1
1345,353,10,1,0,0,0,0,1,0
7386,1449,9,0,0,1,0,0,1,0
2477,1150,9,0,0,0,1,1,1,1
15711,278,5,1,0,0,0,1,1,0
21199,1298,12,1,1,1,1,0,1,0
77842,16,8,0,1,1,1,0,1,1
4699,1476,1,0,1,1,1,0,1,0
59179,805,1,0,1,1,0,0,1,1
36485,593,6,1,0,0,0,0,1,0
47613,604,12,0,0,0,0,0,1,1
397,864,12,1,1,1,1,1,1,1
1383,204,2,0,1,1,0,1,1,1
2684,1228,4,1,0,1,0,0,1,0
1712,1320,1,1,0,1,0,1,1,0
13489,206,3,1,1,0,1,1,1,1
40209,838,5,0,0,0,0,0,1,1
929,1417,8,1,0,0,1,1,1,1
6683,1491,3,1,1,1,0,1,1,1
96986,329,7,0,1,1,0,0,1,1
1208,32,2,1,1,1,0,0,1,0
8282,359,9,1,0,1,0,0,1,0
342,385,4,0,0,0,0,1,1,1
2966,1212,10,1,1,1,1,1,1,1
6841,1241,9,0,0,0,0,1,1,1
7907,1239,9,0,0,1,0,0,1,0
4066,935,5,1,0,0,0,1,1,0
3307,532,7,0,1,0,0,0,1,1
1441,304,11,0,0,1,0,0,1,1
25756,1224,5,1,1,1,1,0,1,0
45080,1017,12,0,1,0,0,0,1,1
758,1330,4,0,1,0,1,0,1,1
23331,421,9,1,0,0,1,0,1,0
70951,632,4,0,1,0,0,0,1,1
29910,272,8,0,0,1,1,0,1,1
1968,30,8,1,0,1,1,0,1,0
10135,292,8,1,0,1,0,0,1,0
98977,1005,2,1,1,1,0,0,1,1
1712,1184,4,0,1,0,0,1,1,1
9595,393,8,0,1,1,1,1,1,1
47273,1230,5,0,1,1,0,1,1,1
1327,312,12,1,1,0,0,1,1,1
366,83,9,1,1,0,1,0,1,1
763,555,11,1,0,0,1,1,1,1
565,297,8,1,0,0,1,0,1,0
694,634,10,0,1,1,1,1,1,1
1607,679,6,1,0,1,0,1,1,0
284,1419,10,1,0,1,0,1,1,0
72013,445,1,0,0,1,0,1,1,1
274,246,8,0,0,1,0,1,1,1
1191,765,3,1,0,0,0,1,1,0
92537,1127,5,0,1,0,0,0,1,1
54676,1172,12,0,1,0,1,1,1,1
1485,812,7,1,0,1,1,0,1,0
2645,472,4,0,1,1,0,0,1,0
8306,741,5,1,0,0,0,1,1,0
69013,501,2,0,0,1,0,0,1,0
4400,994,8,0,1,1,1,0,1,0
687,834,8,0,0,1,0,1,1,0
59765,133,1,0,1,1,1,0,1,1
14236,600,5,1,1,0,1,0,1,0
91591,948,9,1,0,0,1,1,1,1
16226,842,6,1,0,0,1,1,1,1
6068,926,4,1,0,0,0,0,1,0
9284,200,4,1,1,1,0,1,1,1
195,676,7,0,0,0,1,0,1,1
7745,1015,7,1,0,1,0,0,1,0
1765,256,4,0,1,0,0,1,1,1
194,452,4,1,1,0,0,1,1,0
7333,622,2,0,0,1,0,1,1,1
56492,180,3,0,1,0,0,1,1,1
573,406,12,0,0,0,0,1,1,1
31757,792,8,0,0,1,0,1,1,0
7945,159,12,0,0,0,1,1,1,1
2201,264,3,0,0,0,1,0,1,1
9025,1126,7,0,1,0,0,1,1,1
890,1437,8,0,1,0,1,1,1,1
1112,503,2,0,1,0,1,1,1,1
1812,1009,5,1,0,1,1,0,1,0
7604,283,9,1,0,0,1,1,1,1
5890,1092,11,0,0,1,1,1,1,1
3621,1429,10,1,0,1,0,0,1,0
32459,1420,6,0,0,0,0,0,1,0
89045,674,7,1,1,1,0,0,1,0
1555,1279,3,1,1,0,0,0,1,0
65725,833,5,1,1,0,1,1,1,1
1143,496,12,0,0,1,0,0,1,1
578,502,12,0,0,0,0,0,1,1
46599,76,12,1,1,0,1,1,1,1
7220,526,4,1,1,0,1,0,1,0
99478,1015,8,0,0,1,1,0,1,1
855,281,10,1,0,1,1,0,1,0
790,1428,2,1,0,0,1,1,1,0
1987,590,10,0,1,0,1,0,1,1
5604,900,5,1,1,0,0,1,1,1
6324,897,12,0,1,0,1,0,1,1
17620,481,4,0,0,1,0,0,1,0
85579,1159,2,0,0,0,0,1,1,1
58398,1144,10,1,1,0,0,1,1,1
2523,970,11,1,1,0,1,0,1,1
8712,698,12,0,0,0,1,0,1,1
1453,909,8,0,0,0,1,1,1,1
4911,306,2,0,1,0,1,1,1,1
228,663,8,1,0,1,1,1,1,1
5283,581,10,1,0,1,1,1,1,1
5253,321,9,1,1,1,0,1,1,0
8723,407,8,1,0,1,0,1,1,0
16804,1451,5,0,1,1,1,1,1,1
5586,585,12,0,1,0,0,0,1,1
85530,997,9,0,1,1,0,1,1,1
1192,41,1,1,1,0,1,0,1,1
8732,671,7,1,1,1,1,1,1,1
1022,1075,12,1,1,0,1,0,1,1
20963,365,10,1,0,0,1,1,1,1
2425,388,3,0,0,0,1,1,1,1
6754,883,1,1,0,0,1,0,1,1
19510,169,7,1,0,0,0,1,1,0
7335,1493,11,0,0,0,0,0,1,1
1226,1208,10,1,1,0,0,0,1,1
68085,1251,7,0,1,1,1,0,1,1
1806,775,12,1,1,0,1,0,1,1
8586,644,3,0,0,0,1,1,1,1
9600,338,11,1,0,0,0,1,1,1
216,414,11,1,1,1,0,1,1,1
1316,257,8,0,1,1,1,1,1,1
30304,609,11,1,0,1,1,1,1,1
4145,368,12,1,1,0,1,1,1,1
257,1429,4,1,1,0,1,0,1,0
55535,1496,8,0,1,0,1,1,1,1
445,1020,1,1,0,0,0,1,1,0
1420,32,8,1,0,1,1,1,1,0
89050,1498,6,0,0,0,1,1,1,1
764,1003,8,1,0,1,1,1,1,0
662,512,6,0,1,1,1,0,1,0
934,877,7,1,0,1,0,0,1,0
71922,1400,9,0,1,0,0,0,1,1
5874,1325,6,1,1,0,1,1,1,1
11035,895,8,1,0,1,0,1,1,0
8668,110,9,0,1,1,1,0,1,1
1971,1000,6,0,0,0,1,0,1,1
4344,554,8,1,1,0,0,1,1,0
5692,1147,10,1,1,1,1,1,1,1
9246,210,3,0,1,1,0,1,1,1
1835,403,3,1,1,0,0,1,1,0
8627,1428,7,1,0,1,0,1,1,0
20603,1471,4,1,1,0,1,1,1,1
5422,161,11,1,0,0,1,0,1,0
8335,436,8,0,0,0,1,0,1,1
1720,1334,10,0,1,0,1,1,1,1
9614,383,5,1,1,0,1,1,1,1
1825,1032,12,0,1,0,0,1,1,1
91407,429,10,1,1,0,0,0,1,1
735,439,3,0,0,0,0,1,1,1
1708,426,2,1,0,1,1,0,1,0
99807,177,11,1,0,1,1,1,1,1
231,1200,2,1,1,1,1,1,1,0
1869,1058,7,0,1,1,1,0,1,1
22871,300,11,0,1,1,1,0,1,1
6355,1450,2,0,1,1,0,1,1,1
593,848,10,0,0,1,0,0,1,1
6916,1082,1,0,1,0,1,1,1,1
33225,1156,4,1,0,0,0,0,1,0
3978,1449,7,0,1,0,0,1,1,1
2670,1045,8,1,1,0,1,1,1,1
2607,1108,2,0,1,1,0,0,1,0
298,428,5,0,1,1,1,1,1,1
8923,1113,4,0,0,1,1,1,1,1
1721,414,6,0,1,1,0,1,1,1
98106,705,2,1,1,1,1,0,1,0
46302,510,1,0,0,0,1,1,1,1
1950,993,12,0,1,0,1,1,1,1
2186,57,7,0,1,0,0,1,1,1
5823,827,10,0,1,1,1,0,1,1
8941,399,1,1,0,1,0,0,1,0
934,1349,10,0,1,0,0,1,1,1
84424,838,5,0,1,1,0,0,1,1
5902,1400,10,1,1,1,1,1,1,1
127,179,9,0,0,1,0,1,1,1
8149,489,9,0,1,1,1,0,1,1
1052,435,3,0,0,0,1,1,1,1
4897,875,3,0,1,0,1,1,1,1
1777,598,10,0,1,0,0,1,1,1
45489,713,7,0,0,1,1,0,1,1
8904,444,12,0,1,0,0,1,1,1
4010,651,1,0,1,1,0,0,1,0
324,1430,6,0,1,0,1,0,1,1
6221,82,2,0,1,0,1,0,1,1
95241,229,1,1,1,1,1,0,1,0
63486,354,6,1,0,0,0,0,1,0
366,653,7,0,0,1,1,1,1,1
